soil_moisture_%,soil_pH,temperature_C,humidity_%,rainfall_mm,sunlight_hours,NDVI_index,water_stress_index,disease_pressure_score,ph_deviation,yield_per_day,days_since_sowing,pesticide_usage_ml,crop_type_enc,region_enc,irrigation_type_Drip,irrigation_type_Manual,irrigation_type_Sprinkler,fertilizer_type_Inorganic,fertilizer_type_Mixed,fertilizer_type_Organic,label,farm_id
19.76,7.04,17.16,64.86,112.67,7.77,0.71,13.769184000000001,72.62,0.54,42.47,3,9.48,3,4,False,False,True,False,False,True,Mild,FARM0349
31.81,7.02,28.22,64.61,179.99,6.8,0.76,19.243218,101.01,0.52,27.21,110,27.41,3,0,False,True,False,False,True,False,Severe,FARM0350
25.75,7.21,23.85,48.84,59.0,7.96,0.59,17.708625,55.12,0.71,44.61,62,12.39,0,2,False,True,False,False,True,False,Severe,FARM0351
39.9,6.51,22.83,88.54,173.67,7.7,0.32,13.72083,104.64,0.01,27.31,46,19.42,3,4,False,True,False,True,False,False,Moderate,FARM0352
24.99,7.48,23.24,52.21,64.11,5.41,0.32,17.432324,57.55,0.98,22.2,86,8.82,4,4,False,True,False,False,True,False,Severe,FARM0353
41.55,6.03,28.92,89.29,197.0,6.27,0.7,16.903740000000003,116.51,0.47,35.08,86,30.76,3,1,False,False,True,True,False,False,Mild,FARM0354
22.72,6.37,24.94,79.36,261.83,9.04,0.81,19.273632000000003,129.0,0.13,45.38,79,16.93,1,1,False,False,True,True,False,False,Severe,FARM0355
19.57,6.63,25.62,57.37,156.78,4.46,0.57,20.606166,89.2,0.13,26.24,53,41.19,1,1,False,True,False,False,True,False,Mild,FARM0356
40.19,6.65,19.26,77.11,290.53,6.8,0.76,11.519406000000002,132.45,0.15,33.89,18,37.7,3,2,False,False,True,False,True,False,Severe,FARM0357
40.11,7.32,27.68,53.35,261.49,5.72,0.49,16.577552,120.55,0.82,23.37,24,35.91,1,4,False,False,True,True,False,False,Severe,FARM0358
24.77,7.31,19.04,41.46,118.18,8.74,0.84,14.323792000000001,66.32,0.81,63.64,62,29.78,0,1,False,True,False,False,True,False,Moderate,FARM0359
40.35,7.3,23.14,72.87,140.86,4.54,0.45,13.803009999999999,88.76,0.8,16.66,148,10.04,1,1,False,False,True,False,False,True,Severe,FARM0360
14.28,7.11,21.59,59.5,196.08,8.49,0.33,18.506948,98.82,0.61,57.08,56,14.81,3,3,False,False,True,True,False,False,Moderate,FARM0361
29.1,6.45,19.93,79.21,119.43,4.87,0.86,14.130370000000001,82.46,0.05,44.79,8,21.55,1,2,False,False,True,False,True,False,Mild,FARM0362
23.46,6.78,29.01,74.26,275.79,7.21,0.82,22.204254000000002,134.2,0.28,21.66,105,22.48,3,0,False,False,True,True,False,False,Mild,FARM0363
40.78,7.03,23.13,83.32,58.47,8.94,0.46,13.697586,68.22,0.53,47.07,104,38.16,1,4,False,False,True,True,False,False,Severe,FARM0364
31.07,7.13,29.76,41.37,163.32,4.31,0.37,20.513568000000006,87.86,0.63,40.03,80,24.95,0,0,False,False,True,False,True,False,Mild,FARM0365
39.64,6.87,30.85,63.92,129.85,8.41,0.53,18.62106,87.66,0.37,25.88,53,35.94,2,1,False,True,False,False,False,True,Mild,FARM0366
42.31,6.79,27.53,88.71,276.71,5.19,0.31,15.882057,139.14,0.29,24.5,47,23.05,4,2,False,False,True,False,False,True,Severe,FARM0367
14.15,6.93,18.81,79.11,265.48,5.73,0.41,16.148384999999998,125.4,0.43,58.07,36,10.86,0,4,False,False,True,True,False,False,Mild,FARM0368
44.16,5.97,24.02,69.15,112.08,7.88,0.66,13.412768000000002,79.3,0.53,41.28,91,26.1,1,2,True,False,False,False,False,True,Severe,FARM0369
12.06,6.17,19.7,89.84,277.06,9.64,0.64,17.32418,133.83,0.33,54.22,85,16.41,3,2,True,False,False,False,False,True,Mild,FARM0370
27.63,7.36,32.56,55.87,82.98,7.18,0.56,23.563672,71.66,0.86,45.34,106,10.26,2,0,False,False,True,True,False,False,Moderate,FARM0371
28.09,6.37,18.3,64.56,234.22,9.7,0.37,13.15953,109.81,0.13,21.22,33,13.5,1,1,False,False,True,False,False,True,Severe,FARM0372
22.48,6.92,24.7,82.29,173.25,9.2,0.7,19.14744,103.42,0.42,18.69,130,9.21,0,2,True,False,False,True,False,False,Mild,FARM0373
28.41,6.64,23.33,78.41,69.21,8.06,0.35,16.701947,69.62,0.14,30.38,13,17.79,4,1,False,True,False,False,False,True,Severe,FARM0374
30.8,5.51,34.4,87.54,214.04,5.95,0.53,23.8048,125.03,0.99,47.21,95,43.85,1,4,False,False,True,False,False,True,Severe,FARM0375
18.4,7.04,22.98,50.41,55.13,6.33,0.84,18.75168,53.94,0.54,32.93,55,34.12,2,0,False,False,True,True,False,False,Mild,FARM0376
39.12,6.53,24.79,63.82,271.35,7.38,0.88,15.092152,125.53,0.03,36.99,54,39.04,4,0,False,False,True,False,False,True,Mild,FARM0377
28.45,6.79,16.68,43.96,167.05,8.81,0.35,11.93454,80.21,0.29,20.94,109,49.29,0,3,False,True,False,False,False,True,Severe,FARM0378
27.87,6.33,24.29,80.64,230.08,6.13,0.55,17.520377,119.5,0.17,22.84,23,5.73,4,1,True,False,False,False,True,False,Moderate,FARM0379
35.34,7.01,24.0,57.07,251.96,9.51,0.54,15.5184,116.42,0.51,51.76,13,13.33,3,0,False,False,True,False,False,True,Severe,FARM0380
26.11,6.31,28.15,76.3,236.06,5.82,0.37,20.800034999999998,122.45,0.19,45.38,11,35.32,0,3,False,True,False,False,True,False,Severe,FARM0381
17.32,6.8,27.99,71.3,158.95,8.74,0.72,23.142132,97.2,0.3,30.73,14,18.54,4,3,False,False,True,False,False,True,Severe,FARM0382
40.09,6.67,19.03,81.69,192.36,4.31,0.9,11.400872999999999,104.66,0.17,46.5,94,33.37,4,4,True,False,False,False,False,True,Severe,FARM0383
27.01,6.68,27.23,80.83,219.67,6.93,0.37,19.875176999999997,118.66,0.18,18.03,114,5.86,0,4,True,False,False,False,True,False,Moderate,FARM0384
10.73,6.08,18.84,51.61,135.96,5.32,0.55,16.818468,75.56,0.42,21.22,37,43.41,0,4,False,True,False,False,True,False,Moderate,FARM0385
31.76,6.06,29.99,46.45,216.76,5.2,0.46,20.465175999999996,106.1,0.44,27.03,6,40.71,2,4,False,False,True,False,False,True,Mild,FARM0386
11.12,5.63,23.61,46.03,204.39,5.34,0.66,20.984568,97.44,0.87,28.96,38,40.32,3,3,False,True,False,True,False,False,Severe,FARM0387
37.96,7.43,30.12,79.08,293.66,7.66,0.48,18.686448,142.32,0.93,19.02,52,6.89,0,2,True,False,False,False,True,False,Severe,FARM0388
35.64,5.7,27.94,46.89,133.65,9.09,0.46,17.982184,79.81,0.8,36.62,87,39.61,0,1,False,False,True,True,False,False,Severe,FARM0389
15.31,7.01,23.43,80.09,107.05,6.48,0.73,19.842867,81.72,0.51,25.92,7,47.83,2,0,False,False,True,True,False,False,Severe,FARM0390
21.02,7.46,18.29,77.96,65.37,7.96,0.83,14.445442,64.51,0.96,32.92,133,7.6,1,2,False,False,True,False,True,False,Moderate,FARM0391
10.28,6.06,25.56,75.01,280.11,6.68,0.77,22.932432,133.21,0.44,40.59,113,33.1,1,0,False,False,True,False,True,False,Moderate,FARM0392
28.81,6.28,29.38,66.02,269.97,7.24,0.62,20.915622,129.43,0.22,45.3,20,28.03,4,2,False,False,True,False,False,True,Moderate,FARM0393
35.43,7.47,17.21,58.65,64.99,7.76,0.44,11.112496999999998,55.86,0.97,27.05,94,7.15,1,3,False,True,False,False,False,True,Mild,FARM0394
19.96,7.07,29.3,75.72,218.11,7.12,0.8,23.45172,117.7,0.57,36.02,116,19.75,1,0,False,False,True,False,False,True,Severe,FARM0395
24.87,5.76,19.3,73.84,69.52,6.42,0.4,14.50009,64.87,0.74,40.31,62,31.29,4,2,False,False,True,True,False,False,Mild,FARM0396
14.53,6.91,32.27,50.63,79.51,6.84,0.61,27.581169000000003,68.31,0.41,25.24,30,21.62,0,4,False,False,True,False,True,False,Severe,FARM0397
44.69,6.11,24.72,47.11,247.8,7.54,0.82,13.672632,111.72,0.39,34.92,0,45.01,1,0,True,False,False,True,False,False,Severe,FARM0398
20.84,6.4,21.76,81.72,144.33,9.0,0.78,17.225216,92.31,0.1,39.57,19,27.71,3,4,False,False,True,False,False,True,Severe,FARM0399
41.51,6.18,15.92,62.15,217.61,5.66,0.64,9.311608,102.08,0.32,36.33,79,36.82,2,4,True,False,False,False,False,True,Mild,FARM0400
30.19,5.61,26.4,63.79,97.35,9.38,0.65,18.42984,74.52,0.89,48.1,31,47.13,3,1,True,False,False,False,True,False,Severe,FARM0401
21.22,6.68,24.83,57.0,283.46,5.08,0.45,19.561073999999998,126.46,0.18,61.02,69,19.28,3,1,True,False,False,False,True,False,Severe,FARM0402
43.33,6.86,16.18,49.07,290.28,8.28,0.33,9.169206,118.85,0.36,22.43,96,9.44,1,3,False,True,False,True,False,False,Mild,FARM0403
18.28,6.52,25.09,53.46,287.34,5.91,0.71,20.503548000000002,126.4,0.02,54.37,2,26.79,3,1,False,False,True,False,False,True,Mild,FARM0404
20.66,6.31,16.68,50.17,208.95,9.81,0.58,13.233912,95.26,0.19,24.63,142,49.34,2,1,False,True,False,False,True,False,Moderate,FARM0405
12.11,7.34,20.47,74.0,112.72,10.0,0.72,17.991083,78.77,0.84,49.57,72,42.83,4,3,False,False,True,False,True,False,Mild,FARM0406
40.74,5.92,25.1,84.2,250.51,9.67,0.85,14.87426,127.66,0.58,30.6,58,25.37,1,1,False,True,False,False,True,False,Mild,FARM0407
26.68,7.3,28.45,84.76,153.29,8.22,0.88,20.859539999999996,101.23,0.8,44.2,85,8.65,3,2,False,False,True,False,True,False,Severe,FARM0408
23.54,7.18,31.24,46.24,295.95,6.22,0.68,23.886104,130.71,0.68,22.64,91,5.42,1,1,False,False,True,True,False,False,Mild,FARM0409
43.86,5.57,24.86,70.3,226.01,4.04,0.71,13.956404,114.57,0.93,22.16,24,44.15,0,3,False,False,True,False,False,True,Mild,FARM0410
14.49,5.63,20.19,51.4,192.48,7.14,0.3,17.264469000000002,93.45,0.87,31.07,64,43.15,3,2,False,True,False,False,False,True,Severe,FARM0411
25.14,7.49,20.48,63.33,220.04,6.17,0.83,15.331328000000001,106.7,0.99,30.61,0,15.1,1,2,True,False,False,False,True,False,Severe,FARM0412
43.52,7.33,18.94,43.14,132.31,7.75,0.58,10.697312,71.15,0.83,31.95,85,24.44,0,3,True,False,False,True,False,False,Moderate,FARM0413
28.19,5.97,16.46,61.93,199.99,4.57,0.34,11.819926,97.11,0.53,28.54,108,10.62,1,2,False,False,True,False,True,False,Severe,FARM0414
31.38,6.36,17.04,42.61,63.95,9.1,0.56,11.692848000000001,49.01,0.14,30.33,2,32.78,1,2,False,False,True,False,False,True,Severe,FARM0415
25.89,6.16,18.85,69.76,75.67,4.41,0.38,13.969735,64.74,0.34,32.89,92,10.67,4,0,False,False,True,False,True,False,Severe,FARM0416
20.91,6.37,34.19,55.56,238.59,9.31,0.39,27.040870999999996,119.44,0.13,32.18,1,26.13,2,2,False,False,True,False,False,True,Mild,FARM0417
40.05,6.34,18.91,85.43,100.09,8.71,0.5,11.336545000000001,78.38,0.16,36.97,42,35.05,3,1,False,True,False,False,False,True,Moderate,FARM0418
15.68,6.41,30.78,50.97,60.55,4.02,0.74,25.953696,61.64,0.09,37.36,98,15.36,1,4,False,False,True,False,True,False,Mild,FARM0419
38.91,5.51,15.2,67.73,139.47,4.85,0.73,9.28568,80.33,0.99,30.73,36,33.41,2,4,False,False,True,False,False,True,Moderate,FARM0420
16.25,5.54,31.86,41.05,277.66,8.06,0.7,26.682750000000002,123.61,0.96,19.07,116,40.43,2,1,False,False,True,False,True,False,Severe,FARM0421
15.06,7.35,30.9,58.91,97.92,6.25,0.33,26.24646,76.11,0.85,33.72,75,16.0,4,2,False,False,True,False,True,False,Moderate,FARM0422
43.89,7.27,19.18,63.53,70.35,7.98,0.52,10.761897999999999,60.9,0.77,28.66,66,27.89,3,3,True,False,False,False,False,True,Severe,FARM0423
19.39,6.3,33.42,41.83,196.0,5.32,0.52,26.939862,100.6,0.2,33.95,48,43.84,0,4,False,False,True,True,False,False,Severe,FARM0424
20.33,6.54,19.6,65.61,60.29,6.02,0.46,15.615320000000002,59.03,0.04,27.01,48,24.46,4,3,False,False,True,True,False,False,Severe,FARM0425
20.31,6.5,25.93,53.82,69.54,5.37,0.76,20.663617,61.84,0.0,25.1,42,21.21,4,0,True,False,False,False,False,True,Moderate,FARM0426
44.93,7.5,30.05,85.62,234.96,4.05,0.76,16.548535,127.27,1.0,30.42,3,42.0,3,3,False,True,False,True,False,False,Mild,FARM0427
17.94,7.0,24.49,79.3,178.96,8.55,0.81,20.096494,103.78,0.5,36.42,89,40.64,2,4,False,False,True,True,False,False,Severe,FARM0428
30.21,5.76,33.87,80.52,52.42,9.01,0.31,23.637872999999995,73.34,0.74,43.92,88,23.86,2,0,False,True,False,False,False,True,Severe,FARM0429
44.2,7.49,26.36,85.69,249.79,7.44,0.57,14.708879999999999,128.98,0.99,28.59,60,14.19,2,3,False,False,True,True,False,False,Moderate,FARM0430
13.65,6.61,15.64,64.43,222.26,5.12,0.4,13.505139999999999,104.18,0.11,31.04,116,17.77,2,2,True,False,False,True,False,False,Severe,FARM0431
44.64,5.76,23.37,59.45,235.79,9.42,0.49,12.937632,112.04,0.74,34.08,121,44.17,2,4,False,False,True,False,False,True,Mild,FARM0432
19.64,5.51,17.85,59.96,65.99,8.85,0.57,14.344260000000002,57.17,0.99,17.11,11,44.57,0,1,False,True,False,False,True,False,Moderate,FARM0433
38.82,7.2,23.3,70.89,94.89,6.59,0.46,14.254940000000001,74.3,0.7,41.69,5,13.25,3,4,False,False,True,False,True,False,Moderate,FARM0434
41.81,6.32,30.24,58.44,80.31,8.53,0.75,17.596656,70.15,0.18,17.86,3,25.29,2,2,False,True,False,True,False,False,Severe,FARM0435
39.95,6.29,15.21,85.86,78.67,5.96,0.8,9.133605,69.35,0.21,22.49,112,25.76,0,0,False,False,True,True,False,False,Mild,FARM0436
13.52,6.09,25.69,43.88,147.71,8.58,0.68,22.216712,81.13,0.41,15.84,55,24.83,3,2,False,True,False,False,False,True,Severe,FARM0437
25.54,6.7,15.97,50.09,144.35,5.5,0.88,11.891262000000001,75.32,0.2,37.21,24,9.11,1,4,False,False,True,False,False,True,Severe,FARM0438
11.54,6.53,31.31,71.34,130.67,7.75,0.53,27.696826,91.22,0.03,29.41,1,10.44,2,3,False,False,True,True,False,False,Severe,FARM0439
33.03,6.06,27.48,84.27,60.98,6.47,0.53,18.403356,72.61,0.44,55.06,76,37.06,4,3,False,False,True,False,False,True,Mild,FARM0440
32.24,7.27,21.36,64.11,262.89,6.01,0.84,14.473535999999998,120.53,0.77,35.65,1,28.0,2,0,False,False,True,True,False,False,Moderate,FARM0441
36.5,6.74,16.2,54.83,143.63,4.91,0.77,10.287,77.17,0.24,25.17,84,6.71,0,3,False,False,True,False,True,False,Severe,FARM0442
32.68,6.08,15.47,56.56,261.73,5.45,0.68,10.414404,112.75,0.42,21.25,97,49.48,0,1,True,False,False,False,True,False,Severe,FARM0443
43.38,5.6,34.84,46.28,284.57,5.04,0.66,19.726408000000003,130.01,0.9,27.28,92,27.83,4,4,False,False,True,False,False,True,Moderate,FARM0444
25.69,6.77,20.44,44.0,245.32,9.84,0.78,15.188964,106.53,0.27,36.37,55,12.55,3,0,False,False,True,True,False,False,Severe,FARM0445
39.89,7.02,33.43,47.64,198.8,8.36,0.58,20.094773,103.77,0.52,37.27,61,25.86,0,4,False,True,False,True,False,False,Mild,FARM0446
10.45,6.5,29.51,86.28,172.86,9.64,0.86,26.426205,108.5,0.0,38.67,4,27.03,4,3,False,True,False,True,False,False,Mild,FARM0447
43.5,7.04,30.03,75.46,137.14,7.81,0.68,16.96695,93.85,0.54,21.8,122,7.6,0,3,False,True,False,False,True,False,Severe,FARM0448
31.19,7.39,17.95,68.92,111.85,7.98,0.35,12.351395,74.59,0.89,41.98,101,10.25,1,3,False,False,True,False,False,True,Mild,FARM0449
39.04,6.01,21.04,72.92,291.92,6.3,0.39,12.825983999999998,132.52,0.49,25.65,73,23.52,2,4,False,True,False,False,True,False,Mild,FARM0450
10.22,5.84,24.83,78.69,74.22,6.51,0.6,22.292374,72.36,0.66,34.64,90,17.98,1,4,False,False,True,False,True,False,Severe,FARM0451
38.5,5.87,16.18,77.96,95.68,5.56,0.47,9.9507,72.02,0.63,31.35,20,33.21,3,4,False,False,True,True,False,False,Moderate,FARM0452
18.22,6.47,30.21,53.3,52.38,9.73,0.5,24.705738,59.69,0.03,31.88,68,14.5,3,2,True,False,False,False,False,True,Severe,FARM0453
33.87,6.19,21.3,58.06,109.9,6.39,0.38,14.08569,72.17,0.31,46.07,51,44.29,1,0,True,False,False,True,False,False,Severe,FARM0454
43.29,7.0,19.97,74.31,162.98,9.22,0.74,11.324986999999998,93.6,0.5,18.79,46,13.46,1,1,False,False,True,False,True,False,Severe,FARM0455
26.96,6.98,30.88,86.95,137.08,9.65,0.83,22.554751999999997,99.06,0.48,27.85,24,43.57,3,3,False,False,True,False,True,False,Severe,FARM0456
37.89,6.1,28.46,83.74,187.19,5.01,0.36,17.676506,111.0,0.4,27.11,96,26.7,0,3,False,False,True,False,False,True,Severe,FARM0457
41.59,7.03,19.41,63.82,114.41,9.39,0.76,11.337381,74.41,0.53,29.18,85,11.11,1,3,True,False,False,False,True,False,Severe,FARM0458
41.86,6.99,29.5,79.25,213.48,9.8,0.75,17.151300000000003,117.87,0.49,25.74,43,15.06,0,0,False,False,True,False,False,True,Severe,FARM0459
14.46,6.13,22.6,55.54,234.23,7.54,0.65,19.33204,109.43,0.37,45.93,101,49.09,1,1,False,False,True,True,False,False,Severe,FARM0460
28.84,6.42,17.89,81.86,285.72,7.0,0.89,12.730524,131.88,0.08,40.88,8,32.07,4,4,False,False,True,False,False,True,Severe,FARM0461
26.74,7.16,24.9,58.84,226.04,9.89,0.82,18.24174,110.02,0.66,42.19,57,42.25,3,0,False,True,False,False,False,True,Mild,FARM0462
20.47,7.13,33.25,41.08,89.8,6.35,0.85,26.443725,68.31,0.63,30.99,67,26.3,0,4,False,False,True,False,True,False,Severe,FARM0463
21.32,7.08,32.32,86.73,63.53,5.82,0.74,25.429376,77.99,0.58,51.75,26,11.19,2,2,False,False,True,False,True,False,Severe,FARM0464
13.57,7.07,32.17,89.14,144.14,8.08,0.88,27.804531,103.03,0.57,14.73,131,9.32,3,0,False,False,True,False,False,True,Severe,FARM0465
14.16,6.29,21.05,48.62,199.04,8.47,0.35,18.06932,94.95,0.21,42.33,56,43.92,4,3,True,False,False,True,False,False,Severe,FARM0466
10.81,6.65,26.45,77.27,118.43,8.77,0.85,23.590754999999998,86.27,0.15,27.29,16,26.79,2,1,False,False,True,True,False,False,Mild,FARM0467
23.78,7.13,30.67,43.2,182.52,9.02,0.49,23.376674,95.04,0.63,30.32,46,48.46,4,4,True,False,False,False,False,True,Severe,FARM0468
17.22,5.82,26.25,41.75,262.86,9.88,0.61,21.72975,115.25,0.68,30.88,63,48.48,3,3,False,True,False,True,False,False,Moderate,FARM0469
14.89,6.48,21.26,89.84,277.7,7.64,0.38,18.094386,135.19,0.02,29.92,38,9.46,0,1,False,False,True,False,True,False,Mild,FARM0470
19.71,6.96,23.44,53.03,187.46,7.9,0.74,18.819976,95.03,0.46,49.24,18,25.52,1,1,False,False,True,True,False,False,Mild,FARM0471
33.01,7.14,27.1,47.67,154.92,9.95,0.34,18.154290000000003,85.87,0.64,32.77,68,6.17,3,0,False,False,True,True,False,False,Severe,FARM0472
37.23,5.79,30.96,44.9,118.41,9.88,0.36,19.433592,76.7,0.71,39.95,39,47.83,1,0,False,False,True,True,False,False,Moderate,FARM0473
29.3,6.71,32.93,87.33,92.69,6.34,0.31,23.281510000000004,87.44,0.21,43.19,103,35.5,1,1,False,True,False,False,True,False,Mild,FARM0474
23.26,6.97,16.06,88.72,231.35,8.25,0.47,12.324443999999998,116.94,0.47,37.19,45,32.39,2,3,False,False,True,False,True,False,Severe,FARM0475
20.68,7.22,33.95,55.64,151.63,4.54,0.79,26.929140000000004,93.21,0.72,17.7,95,37.85,2,1,True,False,False,False,False,True,Severe,FARM0476
42.64,5.77,24.96,73.84,221.28,7.19,0.45,14.317056000000001,114.64,0.73,14.81,108,5.63,3,4,True,False,False,True,False,False,Severe,FARM0477
43.76,6.85,32.64,51.25,180.88,4.45,0.71,18.356736,99.24,0.35,29.06,47,20.9,0,1,False,False,True,False,True,False,Severe,FARM0478
26.91,6.03,15.04,59.68,207.79,9.54,0.3,10.992736,97.49,0.47,18.07,58,45.16,1,0,True,False,False,True,False,False,Mild,FARM0479
10.31,6.36,18.95,84.93,182.27,6.46,0.41,16.996254999999998,102.87,0.14,37.33,47,12.0,1,4,False,False,True,False,False,True,Moderate,FARM0480
32.97,6.38,17.8,40.29,236.77,9.3,0.42,11.93134,100.5,0.12,32.04,42,13.53,0,2,False,False,True,False,False,True,Severe,FARM0481
24.74,6.6,31.0,56.24,228.58,8.59,0.38,23.3306,114.32,0.1,25.04,28,37.67,4,0,False,False,True,False,True,False,Moderate,FARM0482
36.86,5.97,28.57,88.82,135.54,8.42,0.47,18.039098000000003,97.62,0.53,26.93,39,18.03,4,1,False,False,True,True,False,False,Severe,FARM0483
33.32,6.36,24.48,45.15,245.68,8.38,0.89,16.323264,110.12,0.14,19.96,30,49.66,2,0,False,False,True,False,False,True,Mild,FARM0484
31.58,5.68,16.02,55.32,151.82,7.8,0.47,10.960884,79.69,0.82,30.4,6,20.13,4,4,False,False,True,False,False,True,Moderate,FARM0485
21.19,5.6,15.82,77.24,63.03,5.27,0.36,12.467742000000001,61.67,0.9,29.79,62,45.88,2,4,False,False,True,True,False,False,Severe,FARM0486
21.59,6.98,22.23,66.44,244.7,6.23,0.85,17.430543,116.66,0.48,46.1,77,31.29,2,1,False,True,False,False,False,True,Mild,FARM0487
42.39,5.65,25.93,76.27,135.72,9.94,0.81,14.938272999999999,90.67,0.85,36.01,91,37.43,0,3,False,False,True,False,True,False,Moderate,FARM0488
32.05,5.73,23.72,66.19,170.71,9.71,0.41,16.117739999999998,95.48,0.77,20.2,72,31.96,0,0,True,False,False,False,False,True,Severe,FARM0489
40.46,7.44,18.31,59.21,237.68,8.68,0.77,10.901773999999998,108.72,0.94,42.88,75,17.22,3,4,False,False,True,False,True,False,Severe,FARM0490
19.06,7.2,20.93,45.96,117.13,5.34,0.79,16.940742,69.22,0.7,16.99,13,6.76,3,1,False,False,True,True,False,False,Severe,FARM0491
32.14,7.44,21.49,84.2,286.61,5.58,0.88,14.583113999999998,135.78,0.94,48.43,1,45.43,1,2,False,False,True,True,False,False,Mild,FARM0492
28.81,7.46,30.56,45.32,245.13,8.47,0.65,21.755663999999996,114.59,0.96,32.84,113,16.58,4,0,False,False,True,False,True,False,Severe,FARM0493
18.11,6.95,22.37,44.68,275.54,5.09,0.79,18.318793,117.31,0.45,45.45,2,13.5,0,3,False,False,True,False,False,True,Mild,FARM0494
12.52,5.99,33.18,45.01,292.6,7.16,0.38,29.025864000000002,130.67,0.51,54.7,97,9.49,2,2,True,False,False,False,True,False,Severe,FARM0495
42.85,6.7,30.85,79.58,52.35,7.25,0.59,17.630775,70.67,0.2,30.81,113,8.82,2,0,False,True,False,False,True,False,Mild,FARM0496
34.22,6.75,17.46,45.14,256.23,5.78,0.85,11.485188,108.02,0.25,35.66,18,5.05,3,2,False,False,True,False,False,True,Severe,FARM0497
15.93,5.72,17.03,57.87,288.96,7.69,0.71,14.317121,122.61,0.78,20.35,109,46.55,0,2,True,False,False,True,False,False,Mild,FARM0498
38.61,6.2,17.08,73.09,279.06,9.6,0.77,10.485411999999998,125.76,0.3,19.74,37,43.78,3,0,True,False,False,False,False,True,Severe,FARM0499
30.22,7.42,20.57,89.74,72.61,5.09,0.85,14.353746000000001,73.11,0.92,43.97,85,19.37,4,2,False,False,True,True,False,False,Severe,FARM0500
